GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median contract rent,Margin of Error; Median contract rent
9700000US4221910,4221910,"South Allegheny School District, Pennsylvania",435,25
9700000US4221930,4221930,"South Butler County School District, Pennsylvania",660,52
9700000US4222050,4222050,"South Middleton School District, Pennsylvania",838,179
9700000US4222060,4222060,"South Park School District, Pennsylvania",707,41
9700000US4222140,4222140,"South Williamsport Area School District, Pennsylvania",559,62
9700000US4222170,4222170,"South Eastern School District, Pennsylvania",597,60
9700000US4222200,4222200,"Southeastern Greene School District, Pennsylvania",366,50
9700000US4222230,4222230,"South Side Area School District, Pennsylvania",457,66
9700000US4222260,4222260,"Southern Columbia Area School District, Pennsylvania",504,44
9700000US4222290,4222290,"Southern Fulton School District, Pennsylvania",501,87
9700000US4222320,4222320,"Southern Huntingdon County School District, Pennsylvania",443,31
9700000US4222350,4222350,"Southern Lehigh School District, Pennsylvania",832,204
9700000US4222370,4222370,"Southern Tioga School District, Pennsylvania",543,35
9700000US4222380,4222380,"Southern York County School District, Pennsylvania",688,23
9700000US4222400,4222400,"Southeast Delco School District, Pennsylvania",786,30
9700000US4222410,4222410,"Southmoreland School District, Pennsylvania",453,30
9700000US4222440,4222440,"Seneca Valley School District, Pennsylvania",790,30
9700000US4222470,4222470,"South Western School District, Pennsylvania",713,39
9700000US4222530,4222530,"Spring Cove School District, Pennsylvania",479,28
9700000US4222560,4222560,"Spring-Ford Area School District, Pennsylvania",903,34
9700000US4222590,4222590,"Spring Grove Area School District, Pennsylvania",665,38
9700000US4222600,4222600,"Springfield School District, Pennsylvania",932,41
9700000US4222620,4222620,"Springfield Township School District, Pennsylvania",1008,97
9700000US4222710,4222710,"Saint Clair Area School District, Pennsylvania",443,13
9700000US4222740,4222740,"Tuscarora School District, Pennsylvania",565,45
9700000US4222770,4222770,"State College Area School District, Pennsylvania",855,18
9700000US4222790,4222790,"Steel Valley School District, Pennsylvania",510,20
9700000US4222800,4222800,"Steelton-Highspire School District, Pennsylvania",639,50
9700000US4222830,4222830,"Sto-Rox School District, Pennsylvania",438,26
9700000US4222860,4222860,"Stroudsburg Area School District, Pennsylvania",842,42
9700000US4222920,4222920,"Sullivan County School District, Pennsylvania",390,30
9700000US4222980,4222980,"Susquehanna Community School District, Pennsylvania",465,18
9700000US4223010,4223010,"Susquehanna Township School District, Pennsylvania",849,20
9700000US4223040,4223040,"Susquenita School District, Pennsylvania",603,28
9700000US4223220,4223220,"Tamaqua Area School District, Pennsylvania",497,26
9700000US4223250,4223250,"Riverside School District, Pennsylvania",509,67
9700000US4223490,4223490,"Titusville Area School District, Pennsylvania",412,14
9700000US4223550,4223550,"Towanda Area School District, Pennsylvania",508,42
9700000US4223640,4223640,"Tredyffrin-Easttown School District, Pennsylvania",1200,41
9700000US4223700,4223700,"Tri-Valley School District, Pennsylvania",423,24
9700000US4223760,4223760,"Trinity Area School District, Pennsylvania",540,57
9700000US4223790,4223790,"Troy Area School District, Pennsylvania",422,29
9700000US4223820,4223820,"Tulpehocken Area School District, Pennsylvania",589,79
9700000US4223850,4223850,"Tunkhannock Area School District, Pennsylvania",526,17
9700000US4223880,4223880,"Turkeyfoot Valley Area School District, Pennsylvania",326,19
9700000US4223970,4223970,"Tussey Mountain School District, Pennsylvania",402,22
9700000US4224000,4224000,"Twin Valley School District, Pennsylvania",814,122
9700000US4224030,4224030,"Tyrone Area School District, Pennsylvania",413,29
9700000US4224060,4224060,"Union Area School District, Pennsylvania",530,15
9700000US4224090,4224090,"Union City Area School District, Pennsylvania",388,33
9700000US4224120,4224120,"Union School District, Pennsylvania",405,29
9700000US4224150,4224150,"Uniontown Area School District, Pennsylvania",434,20
9700000US4224210,4224210,"Unionville-Chadds Ford School District, Pennsylvania",1447,189
9700000US4224240,4224240,"United School District, Pennsylvania",423,48
9700000US4224300,4224300,"Upper Adams School District, Pennsylvania",637,70
9700000US4224320,4224320,"Upper Darby School District, Pennsylvania",793,13
9700000US4224360,4224360,"Upper Dauphin Area School District, Pennsylvania",491,29
9700000US4224390,4224390,"Upper Dublin School District, Pennsylvania",1214,92
9700000US4224480,4224480,"Upper Merion Area School District, Pennsylvania",986,33
9700000US4224510,4224510,"Upper Moreland Township School District, Pennsylvania",988,31
9700000US4224540,4224540,"Upper Perkiomen School District, Pennsylvania",732,28
9700000US4224570,4224570,"Upper Saint Clair School District, Pennsylvania","2,000+",***
9700000US4224630,4224630,"Valley Grove School District, Pennsylvania",422,55
9700000US4224650,4224650,"Valley View School District, Pennsylvania",534,60
9700000US4224750,4224750,"Wallenpaupack Area School District, Pennsylvania",737,55
9700000US4224790,4224790,"Wallingford-Swarthmore School District, Pennsylvania",935,35
9700000US4224820,4224820,"Warren County School District, Pennsylvania",437,14
9700000US4224870,4224870,"Warrior Run School District, Pennsylvania",500,31
9700000US4224960,4224960,"Warwick School District, Pennsylvania",804,59
9700000US4224970,4224970,"Wayne Highlands School District, Pennsylvania",549,33
9700000US4224990,4224990,"Washington School District, Pennsylvania",516,14
9700000US4225080,4225080,"Wattsburg Area School District, Pennsylvania",555,30
9700000US4225110,4225110,"Waynesboro Area School District, Pennsylvania",580,27
9700000US4225140,4225140,"Weatherly Area School District, Pennsylvania",526,28
9700000US4225170,4225170,"Wellsboro Area School District, Pennsylvania",523,33
9700000US4225200,4225200,"West Allegheny School District, Pennsylvania",802,79
9700000US4225230,4225230,"West Branch Area School District, Pennsylvania",406,59
9700000US4225290,4225290,"West Chester Area School District, Pennsylvania",1152,22
9700000US4225440,4225440,"West Greene School District, Pennsylvania",395,28
9700000US4225590,4225590,"West Jefferson Hills School District, Pennsylvania",757,36
9700000US4225650,4225650,"West Middlesex Area School District, Pennsylvania",514,35
9700000US4225680,4225680,"West Mifflin Area School District, Pennsylvania",448,33
9700000US4225740,4225740,"West Perry School District, Pennsylvania",533,34
9700000US4225830,4225830,"West Shore School District, Pennsylvania",712,18
9700000US4225950,4225950,"Wyoming Valley West School District, Pennsylvania",520,16
9700000US4225980,4225980,"West York Area School District, Pennsylvania",674,31
9700000US4226010,4226010,"Mifflinburg Area School District, Pennsylvania",480,24
9700000US4226040,4226040,"Western Beaver County School District, Pennsylvania",483,12
9700000US4226070,4226070,"Western Wayne School District, Pennsylvania",643,148
9700000US4226130,4226130,"Westmont Hilltop School District, Pennsylvania",592,30
9700000US4226250,4226250,"Whitehall-Coplay School District, Pennsylvania",821,17
9700000US4226300,4226300,"Wilkes-Barre Area School District, Pennsylvania",504,12
9700000US4226370,4226370,"Wilkinsburg Borough School District, Pennsylvania",565,16
9700000US4226390,4226390,"William Penn School District, Pennsylvania",751,18
9700000US4226400,4226400,"Williams Valley School District, Pennsylvania",419,23
9700000US4226430,4226430,"Williamsburg Community School District, Pennsylvania",409,18
9700000US4226460,4226460,"Williamsport Area School District, Pennsylvania",523,14
9700000US4226520,4226520,"Wilmington Area School District, Pennsylvania",518,31
9700000US4226550,4226550,"Wilson Area School District, Pennsylvania",811,76
9700000US4226580,4226580,"Wilson School District, Pennsylvania",906,26
9700000US4226610,4226610,"Windber Area School District, Pennsylvania",398,38
9700000US4226700,4226700,"Wyalusing Area School District, Pennsylvania",509,29
9700000US4226730,4226730,"Wyoming Area School District, Pennsylvania",504,28
9700000US4226760,4226760,"Wyomissing Area School District, Pennsylvania",876,71
9700000US4226820,4226820,"York City School District, Pennsylvania",553,19
9700000US4226850,4226850,"York Suburban School District, Pennsylvania",796,32
9700000US4299997,4299997,"School District Not Defined, Pennsylvania",-,**
