GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01
Id,Id2,Geography,Total; Estimate; Population 16 years and over,Total; Margin of Error; Population 16 years and over,In labor force; Estimate; Population 16 years and over,In labor force; Margin of Error; Population 16 years and over,Employed; Estimate; Population 16 years and over,Employed; Margin of Error; Population 16 years and over,Unemployment rate; Estimate; Population 16 years and over,Unemployment rate; Margin of Error; Population 16 years and over
9700000US4219350,4219350,"Plum Borough School District, Pennsylvania",22083,316,67.5,1.8,62.8,1.7,6.8,1.5
9700000US4219470,4219470,"Colonial School District, Pennsylvania",34140,447,70.5,1.4,65.0,1.3,7.7,1.1
9700000US4219500,4219500,"Pocono Mountain School District, Pennsylvania",50838,829,64.5,1.8,54.4,2.1,15.4,2.3
9700000US4219530,4219530,"Port Allegany School District, Pennsylvania",4726,205,52.8,2.2,46.6,2.4,11.7,2.7
9700000US4219560,4219560,"Portage Area School District, Pennsylvania",5186,146,54.4,3.0,49.9,2.9,8.2,2.8
9700000US4219650,4219650,"Pottsgrove School District, Pennsylvania",16578,270,73.5,2.3,66.5,2.6,9.5,1.9
9700000US4219680,4219680,"Pottstown School District, Pennsylvania",17529,349,68.3,2.1,61.7,2.4,9.6,2.0
9700000US4219710,4219710,"Pottsville Area School District, Pennsylvania",16187,303,58.0,2.3,52.3,2.2,9.8,1.9
9700000US4219800,4219800,"Punxsutawney Area School District, Pennsylvania",16912,338,58.6,1.8,53.8,1.7,8.0,1.4
9700000US4219830,4219830,"Purchase Line School District, Pennsylvania",6014,202,59.1,3.0,54.0,3.0,8.6,2.2
9700000US4219860,4219860,"Quaker Valley School District, Pennsylvania",11092,276,58.5,1.9,55.1,2.0,5.4,1.5
9700000US4219890,4219890,"Quakertown Community School District, Pennsylvania",28575,331,72.3,1.5,65.9,1.7,8.8,1.3
9700000US4219920,4219920,"Radnor Township School District, Pennsylvania",26166,310,57.1,1.9,54.2,1.8,4.9,1.0
9700000US4220040,4220040,"Reading School District, Pennsylvania",64314,608,60.1,1.3,47.6,1.4,20.6,1.5
9700000US4220100,4220100,"Red Lion Area School District, Pennsylvania",30444,480,66.8,2.1,60.8,2.1,9.0,1.4
9700000US4220130,4220130,"Redbank Valley School District, Pennsylvania",6629,259,58.2,1.8,53.7,1.9,7.8,1.5
9700000US4220220,4220220,"Reynolds School District, Pennsylvania",8063,348,52.7,3.5,46.8,3.5,11.4,3.3
9700000US4220250,4220250,"Richland School District, Pennsylvania",12544,266,54.1,2.6,49.4,2.5,8.4,2.2
9700000US4220310,4220310,"Ridgway Area School District, Pennsylvania",5559,174,61.0,3.0,56.1,3.2,8.1,2.3
9700000US4220370,4220370,"Ridley School District, Pennsylvania",32991,419,69.5,1.6,62.7,1.8,9.7,1.5
9700000US4220400,4220400,"Ringgold School District, Pennsylvania",21814,316,60.3,1.8,55.0,1.9,8.7,1.7
9700000US4220430,4220430,"Riverview School District, Pennsylvania",7419,169,62.6,2.8,59.3,2.8,5.3,1.7
9700000US4220460,4220460,"Rochester Area School District, Pennsylvania",5889,196,65.3,3.4,59.3,3.9,9.3,3.4
9700000US4220520,4220520,"Rockwood Area School District, Pennsylvania",4725,144,60.4,1.8,56.3,1.8,6.6,1.4
9700000US4220550,4220550,"Rose Tree Media School District, Pennsylvania",29353,313,63.5,1.4,59.7,1.4,5.9,1.0
9700000US4220580,4220580,"South Fayette Township School District, Pennsylvania",11432,267,67.7,2.9,63.5,2.7,5.8,1.8
9700000US4220640,4220640,"St. Marys Area School District, Pennsylvania",15803,196,61.1,2.0,57.3,2.0,6.2,1.6
9700000US4220730,4220730,"Salisbury Township School District, Pennsylvania",11352,293,65.1,2.2,60.4,2.3,7.1,1.9
9700000US4220760,4220760,"Salisbury-Elk Lick School District, Pennsylvania",2324,135,60.2,3.1,56.5,3.1,5.8,1.8
9700000US4220850,4220850,"Sayre Area School District, Pennsylvania",6419,251,59.8,4.0,56.8,3.8,5.0,2.0
9700000US4220910,4220910,"Schuylkill Haven Area School District, Pennsylvania",6512,165,68.3,3.6,62.2,4.1,8.5,2.4
9700000US4220970,4220970,"Schuylkill Valley School District, Pennsylvania",12546,254,59.5,3.5,56.4,3.5,5.2,1.4
9700000US4221090,4221090,"Scranton School District, Pennsylvania",62344,496,58.5,1.2,52.9,1.3,9.3,1.0
9700000US4221120,4221120,"Selinsgrove Area School District, Pennsylvania",18570,322,60.5,1.8,57.1,1.7,5.5,1.1
9700000US4221150,4221150,"Yough School District, Pennsylvania",13783,303,63.0,2.2,58.7,2.5,6.9,1.6
9700000US4221180,4221180,"Shade-Central City School District, Pennsylvania",3219,136,57.7,2.9,51.0,3.0,11.2,3.1
9700000US4221200,4221200,"Shaler Area School District, Pennsylvania",32699,345,67.6,1.5,62.9,1.8,6.9,1.4
9700000US4221240,4221240,"Shamokin Area School District, Pennsylvania",17863,310,47.2,1.8,41.4,1.8,12.4,1.9
9700000US4221270,4221270,"Shanksville-Stonycreek School District, Pennsylvania",2434,178,59.3,3.3,51.7,3.4,12.8,3.2
9700000US4221330,4221330,"Sharon City School District, Pennsylvania",10886,236,56.0,2.6,47.6,2.8,15.0,3.6
9700000US4221420,4221420,"Sharpsville Area School District, Pennsylvania",6178,189,64.6,3.0,57.4,3.0,10.5,3.1
9700000US4221490,4221490,"Shenandoah Valley School District, Pennsylvania",6539,193,52.1,3.7,43.6,4.0,16.2,4.9
9700000US4221510,4221510,"Shenango Area School District, Pennsylvania",6542,270,61.0,3.7,57.8,3.8,5.3,2.4
9700000US4221540,4221540,"Shikellamy School District, Pennsylvania",18601,342,60.6,2.1,55.0,2.2,9.3,2.1
9700000US4221570,4221570,"Shippensburg Area School District, Pennsylvania",22784,486,64.0,2.2,58.2,2.1,9.1,1.6
9700000US4221660,4221660,"Slippery Rock Area School District, Pennsylvania",18032,273,61.2,2.0,56.1,2.1,8.3,1.5
9700000US4221690,4221690,"Smethport Area School District, Pennsylvania",5033,172,56.1,2.5,51.0,2.6,9.0,2.3
9700000US4221810,4221810,"Solanco School District, Pennsylvania",23551,469,63.6,1.5,59.1,1.7,6.9,1.2
9700000US4221840,4221840,"Somerset Area School District, Pennsylvania",17726,254,48.8,2.1,44.0,2.0,9.7,2.1
9700000US4221870,4221870,"Souderton Area School District, Pennsylvania",36005,373,70.5,1.2,65.7,1.2,6.7,1.0
9700000US4221910,4221910,"South Allegheny School District, Pennsylvania",9863,209,60.1,2.3,53.8,2.3,10.3,2.3
9700000US4221930,4221930,"South Butler County School District, Pennsylvania",15359,267,62.2,1.9,57.8,2.1,7.1,1.6
9700000US4222050,4222050,"South Middleton School District, Pennsylvania",11994,231,66.0,2.6,61.9,2.6,5.2,1.8
9700000US4222060,4222060,"South Park School District, Pennsylvania",11070,196,68.0,2.5,63.7,2.7,6.3,1.7
9700000US4222140,4222140,"South Williamsport Area School District, Pennsylvania",7740,159,66.6,3.0,62.2,2.6,6.6,1.8
9700000US4222170,4222170,"South Eastern School District, Pennsylvania",15452,345,68.6,2.1,61.8,2.4,9.8,1.6
9700000US4222200,4222200,"Southeastern Greene School District, Pennsylvania",3651,145,51.5,3.5,49.5,3.6,3.9,1.5
9700000US4222230,4222230,"South Side Area School District, Pennsylvania",5483,162,66.6,2.7,60.3,3.1,9.3,2.5
9700000US4222260,4222260,"Southern Columbia Area School District, Pennsylvania",8621,232,62.2,2.5,58.0,2.8,6.7,1.7
9700000US4222290,4222290,"Southern Fulton School District, Pennsylvania",4383,146,63.9,1.7,56.8,2.3,11.1,2.8
9700000US4222320,4222320,"Southern Huntingdon County School District, Pennsylvania",6043,248,60.2,2.2,54.6,2.1,9.4,1.5
9700000US4222350,4222350,"Southern Lehigh School District, Pennsylvania",16935,380,67.0,2.2,62.4,2.0,7.0,1.4
9700000US4222370,4222370,"Southern Tioga School District, Pennsylvania",13259,440,60.4,2.1,54.9,1.8,9.1,2.3
9700000US4222380,4222380,"Southern York County School District, Pennsylvania",16862,337,68.2,2.0,63.7,1.9,6.5,1.4
9700000US4222400,4222400,"Southeast Delco School District, Pennsylvania",23120,423,69.9,1.9,59.3,2.5,15.0,2.9
9700000US4222410,4222410,"Southmoreland School District, Pennsylvania",12529,313,62.2,2.6,57.0,2.7,8.4,1.8
9700000US4222440,4222440,"Seneca Valley School District, Pennsylvania",36810,351,72.4,1.3,67.8,1.5,6.4,1.1
9700000US4222470,4222470,"South Western School District, Pennsylvania",21407,366,71.1,1.7,65.7,2.0,7.4,2.0
9700000US4222530,4222530,"Spring Cove School District, Pennsylvania",11515,347,63.6,1.9,59.8,1.9,6.0,1.6
9700000US4222560,4222560,"Spring-Ford Area School District, Pennsylvania",36723,367,71.8,1.5,66.8,1.6,6.9,0.9
9700000US4222590,4222590,"Spring Grove Area School District, Pennsylvania",21997,431,71.3,1.4,65.7,1.7,7.9,1.4
9700000US4222600,4222600,"Springfield School District, Pennsylvania",21596,257,67.5,1.6,63.1,1.7,6.5,1.2
9700000US4222620,4222620,"Springfield Township School District, Pennsylvania",15762,205,65.6,2.2,60.6,2.2,7.5,1.5
9700000US4222710,4222710,"Saint Clair Area School District, Pennsylvania",5662,188,60.5,2.7,53.0,2.9,12.3,2.7
9700000US4222740,4222740,"Tuscarora School District, Pennsylvania",14449,290,66.3,2.6,59.6,2.7,10.1,2.2
9700000US4222770,4222770,"State College Area School District, Pennsylvania",82547,384,54.6,1.5,51.2,1.5,6.1,1.1
9700000US4222790,4222790,"Steel Valley School District, Pennsylvania",13461,302,61.1,2.5,56.1,2.6,8.3,2.1
9700000US4222800,4222800,"Steelton-Highspire School District, Pennsylvania",6189,344,63.2,3.3,57.0,3.6,9.5,3.3
9700000US4222830,4222830,"Sto-Rox School District, Pennsylvania",9826,304,61.9,3.2,51.4,3.2,16.9,3.3
